"Date","Year","Canal","Discharge"
2022-04-10,"2022","Coral_Gables",0
2022-04-11,"2022","Coral_Gables",0
2022-04-12,"2022","Coral_Gables",0
2022-04-13,"2022","Coral_Gables",0
2022-04-14,"2022","Coral_Gables",0
2022-04-15,"2022","Coral_Gables",0
2022-04-16,"2022","Coral_Gables",0
2022-04-17,"2022","Coral_Gables",0
2022-04-18,"2022","Coral_Gables",0
2022-04-19,"2022","Coral_Gables",0
2022-04-20,"2022","Coral_Gables",0
2022-04-21,"2022","Coral_Gables",0
2022-04-22,"2022","Coral_Gables",0
2022-04-23,"2022","Coral_Gables",0
2022-04-24,"2022","Coral_Gables",0
2022-04-25,"2022","Coral_Gables",0
2022-04-26,"2022","Coral_Gables",0
2022-04-27,"2022","Coral_Gables",0
2022-04-28,"2022","Coral_Gables",0
2022-04-29,"2022","Coral_Gables",0
2022-04-30,"2022","Coral_Gables",0
2022-05-01,"2022","Coral_Gables",0
2022-05-02,"2022","Coral_Gables",0
2022-05-03,"2022","Coral_Gables",0
2022-05-04,"2022","Coral_Gables",0
2022-05-05,"2022","Coral_Gables",0
2022-05-06,"2022","Coral_Gables",0
2022-05-07,"2022","Coral_Gables",0
2022-05-08,"2022","Coral_Gables",0
2022-05-09,"2022","Coral_Gables",0
2022-05-10,"2022","Coral_Gables",0
2022-05-11,"2022","Coral_Gables",0
2022-05-12,"2022","Coral_Gables",-0.0308908685968819
2022-05-13,"2022","Coral_Gables",0
2022-05-14,"2022","Coral_Gables",0
2022-05-15,"2022","Coral_Gables",0
2022-05-16,"2022","Coral_Gables",0
2022-05-17,"2022","Coral_Gables",0
2022-05-18,"2022","Coral_Gables",0
2022-05-19,"2022","Coral_Gables",0
2022-05-20,"2022","Coral_Gables",0
2022-05-21,"2022","Coral_Gables",0
2022-05-22,"2022","Coral_Gables",0
2022-05-23,"2022","Coral_Gables",0
2022-05-24,"2022","Coral_Gables",0
2022-05-25,"2022","Coral_Gables",0
2022-05-26,"2022","Coral_Gables",0
2022-05-27,"2022","Coral_Gables",0
2022-05-28,"2022","Coral_Gables",0
2022-05-29,"2022","Coral_Gables",0
2022-05-30,"2022","Coral_Gables",59.1727341389729
2022-05-31,"2022","Coral_Gables",32.3461587982833
2022-06-01,"2022","Coral_Gables",76.663089983022
2022-06-02,"2022","Coral_Gables",80.323903192585
2022-06-03,"2022","Coral_Gables",94.1052787162162
2022-06-04,"2022","Coral_Gables",212.543042394015
2022-06-05,"2022","Coral_Gables",180.125043227666
2022-06-06,"2022","Coral_Gables",157.446511627907
2022-06-07,"2022","Coral_Gables",131.495895372233
2022-06-08,"2022","Coral_Gables",116.925609756098
2022-06-09,"2022","Coral_Gables",125.711386623165
2022-06-10,"2022","Coral_Gables",117.125991237678
2022-06-11,"2022","Coral_Gables",111.598681863231
2022-06-12,"2022","Coral_Gables",94.8993548387097
2022-06-13,"2022","Coral_Gables",93.939357601713
2022-06-14,"2022","Coral_Gables",85.8588900862069
2022-06-15,"2022","Coral_Gables",62.3959441707717
2022-06-16,"2022","Coral_Gables",0
2022-06-17,"2022","Coral_Gables",0
2022-06-18,"2022","Coral_Gables",0
2022-06-19,"2022","Coral_Gables",0
2022-06-20,"2022","Coral_Gables",0
2022-06-21,"2022","Coral_Gables",0
2022-06-22,"2022","Coral_Gables",0
2022-06-23,"2022","Coral_Gables",0
2022-06-24,"2022","Coral_Gables",0
2022-06-25,"2022","Coral_Gables",0
2022-06-26,"2022","Coral_Gables",0
2022-06-27,"2022","Coral_Gables",0
2022-06-28,"2022","Coral_Gables",0
2022-06-29,"2022","Coral_Gables",0
2022-06-30,"2022","Coral_Gables",0
2022-07-01,"2022","Coral_Gables",0
2022-07-02,"2022","Coral_Gables",0
2022-07-03,"2022","Coral_Gables",0
2022-07-04,"2022","Coral_Gables",0
2022-07-05,"2022","Coral_Gables",0
2022-07-06,"2022","Coral_Gables",0
2022-07-07,"2022","Coral_Gables",0
2022-07-08,"2022","Coral_Gables",0
2022-07-09,"2022","Coral_Gables",0
2022-07-10,"2022","Coral_Gables",0
2022-07-11,"2022","Coral_Gables",0
2022-07-12,"2022","Coral_Gables",0
2022-07-13,"2022","Coral_Gables",0
2022-07-14,"2022","Coral_Gables",0
2022-07-15,"2022","Coral_Gables",0
2022-07-16,"2022","Coral_Gables",0
2022-07-17,"2022","Coral_Gables",0
2022-07-18,"2022","Coral_Gables",0
2022-07-19,"2022","Coral_Gables",0
2022-07-20,"2022","Coral_Gables",0
2022-07-21,"2022","Coral_Gables",0
2022-07-22,"2022","Coral_Gables",0
2022-07-23,"2022","Coral_Gables",0
2022-07-24,"2022","Coral_Gables",0
2022-07-25,"2022","Coral_Gables",0
2022-07-26,"2022","Coral_Gables",0
2022-07-27,"2022","Coral_Gables",0
2022-07-28,"2022","Coral_Gables",0
2022-07-29,"2022","Coral_Gables",0
2022-07-30,"2022","Coral_Gables",0
2022-07-31,"2022","Coral_Gables",0
2022-08-01,"2022","Coral_Gables",0
2022-08-02,"2022","Coral_Gables",0
2022-08-03,"2022","Coral_Gables",0
2022-08-04,"2022","Coral_Gables",0
2022-08-05,"2022","Coral_Gables",0
2022-08-06,"2022","Coral_Gables",0
2022-08-07,"2022","Coral_Gables",0
2022-08-08,"2022","Coral_Gables",0
2022-08-09,"2022","Coral_Gables",0
2022-08-10,"2022","Coral_Gables",0
2022-08-11,"2022","Coral_Gables",0
2022-08-12,"2022","Coral_Gables",0
2022-08-13,"2022","Coral_Gables",0
2022-08-14,"2022","Coral_Gables",0
2022-08-15,"2022","Coral_Gables",0
2022-08-16,"2022","Coral_Gables",0
2022-08-17,"2022","Coral_Gables",0
2022-08-18,"2022","Coral_Gables",0
2022-08-19,"2022","Coral_Gables",0
2022-08-20,"2022","Coral_Gables",0
2022-08-21,"2022","Coral_Gables",0
2022-08-22,"2022","Coral_Gables",0
2022-08-23,"2022","Coral_Gables",0
2022-08-24,"2022","Coral_Gables",0
2022-08-25,"2022","Coral_Gables",0
2022-08-26,"2022","Coral_Gables",0
2022-08-27,"2022","Coral_Gables",0
2022-08-28,"2022","Coral_Gables",0
2022-08-29,"2022","Coral_Gables",0
2022-08-30,"2022","Coral_Gables",0
2022-08-31,"2022","Coral_Gables",0
2022-09-01,"2022","Coral_Gables",0
2022-09-02,"2022","Coral_Gables",0
2022-09-03,"2022","Coral_Gables",0
2022-09-04,"2022","Coral_Gables",0
2022-09-05,"2022","Coral_Gables",0
2022-09-06,"2022","Coral_Gables",0
2022-09-07,"2022","Coral_Gables",0
2022-09-08,"2022","Coral_Gables",0
2022-09-09,"2022","Coral_Gables",0
2022-09-10,"2022","Coral_Gables",0
2022-09-11,"2022","Coral_Gables",0
2022-09-12,"2022","Coral_Gables",0
2022-09-13,"2022","Coral_Gables",0
2022-09-14,"2022","Coral_Gables",0.035521472392638
2022-09-15,"2022","Coral_Gables",69.3510355486862
2022-09-16,"2022","Coral_Gables",87.8864909638554
2022-09-17,"2022","Coral_Gables",79.5544279946164
2022-09-18,"2022","Coral_Gables",77.1153125
2022-09-19,"2022","Coral_Gables",67.6381739130435
2022-09-20,"2022","Coral_Gables",14.7380787037037
2022-09-21,"2022","Coral_Gables",0
2022-09-22,"2022","Coral_Gables",31.2505664488018
2022-09-23,"2022","Coral_Gables",55.2730081300812
2022-09-24,"2022","Coral_Gables",64.3352624309392
2022-09-25,"2022","Coral_Gables",57.7222547584187
2022-09-26,"2022","Coral_Gables",58.9384657534247
2022-09-27,"2022","Coral_Gables",112.521008522727
2022-09-28,"2022","Coral_Gables",159.41541958042
2022-09-29,"2022","Coral_Gables",132.468644067797
2022-09-30,"2022","Coral_Gables",96.7501575931232
2022-10-01,"2022","Coral_Gables",66.334142194745
2022-10-02,"2022","Coral_Gables",62.2747085889571
2022-10-03,"2022","Coral_Gables",63.6574567474049
2022-10-04,"2022","Coral_Gables",64.6642857142857
2022-10-05,"2022","Coral_Gables",47.7210937499999
2022-10-06,"2022","Coral_Gables",-0.0394831013916501
2022-10-07,"2022","Coral_Gables",-0.05734375
2022-10-08,"2022","Coral_Gables",-0.00410058027079304
2022-10-09,"2022","Coral_Gables",61.1170375521558
2022-10-10,"2022","Coral_Gables",75.4730277777778
2022-10-11,"2022","Coral_Gables",69.6578837555887
2022-10-12,"2022","Coral_Gables",63.7115447154471
2022-10-13,"2022","Coral_Gables",77.3517610062893
2022-10-14,"2022","Coral_Gables",83.9418915159944
2022-10-15,"2022","Coral_Gables",79.3593963254593
2022-10-16,"2022","Coral_Gables",75.799298013245
2022-10-17,"2022","Coral_Gables",46.7569488188976
2022-10-18,"2022","Coral_Gables",0
2022-10-19,"2022","Coral_Gables",0
2022-10-20,"2022","Coral_Gables",0
2022-10-21,"2022","Coral_Gables",0
2022-10-22,"2022","Coral_Gables",0
2022-10-23,"2022","Coral_Gables",0
2022-10-24,"2022","Coral_Gables",0
2022-10-25,"2022","Coral_Gables",-5.96421471172963e-05
2022-10-26,"2022","Coral_Gables",0
2022-10-27,"2022","Coral_Gables",0
2022-10-28,"2022","Coral_Gables",0
2022-10-29,"2022","Coral_Gables",0
2022-10-30,"2022","Coral_Gables",0
2022-10-31,"2022","Coral_Gables",0
2022-11-01,"2022","Coral_Gables",0
2022-11-02,"2022","Coral_Gables",0
2022-11-03,"2022","Coral_Gables",0
2022-11-04,"2022","Coral_Gables",0
2022-11-05,"2022","Coral_Gables",0
2022-11-06,"2022","Coral_Gables",-0.134463373083475
2022-11-07,"2022","Coral_Gables",69.4030391061452
2022-11-08,"2022","Coral_Gables",51.7716916780355
2022-11-09,"2022","Coral_Gables",53.7435725429018
2022-11-10,"2022","Coral_Gables",37.0760840336135
2022-11-11,"2022","Coral_Gables",42.048496124031
2022-11-12,"2022","Coral_Gables",30.2626296296297
2022-11-13,"2022","Coral_Gables",0
2022-11-14,"2022","Coral_Gables",0
2022-11-15,"2022","Coral_Gables",0
2022-11-16,"2022","Coral_Gables",0
2022-11-17,"2022","Coral_Gables",0
2022-11-18,"2022","Coral_Gables",0
2022-11-19,"2022","Coral_Gables",0
2022-11-20,"2022","Coral_Gables",102.714241001565
2022-11-21,"2022","Coral_Gables",131.940554621849
2022-11-22,"2022","Coral_Gables",98.6437298091042
2022-11-23,"2022","Coral_Gables",83.1096929824561
2022-11-24,"2022","Coral_Gables",72.0246207865169
2022-11-25,"2022","Coral_Gables",73.3588219544846
2022-11-26,"2022","Coral_Gables",68.4897650130548
2022-11-27,"2022","Coral_Gables",74.5317414248021
2022-11-28,"2022","Coral_Gables",0
2022-11-29,"2022","Coral_Gables",0
2022-11-30,"2022","Coral_Gables",10.4036713995943
2022-12-01,"2022","Coral_Gables",92.7950580645161
2022-12-02,"2022","Coral_Gables",47.7327538726334
2022-12-03,"2022","Coral_Gables",0
2022-12-04,"2022","Coral_Gables",0
2022-12-05,"2022","Coral_Gables",0
2022-12-06,"2022","Coral_Gables",0
2022-12-07,"2022","Coral_Gables",0
2022-12-08,"2022","Coral_Gables",0
2022-12-09,"2022","Coral_Gables",0
2022-12-10,"2022","Coral_Gables",0
2022-12-11,"2022","Coral_Gables",0
2022-12-12,"2022","Coral_Gables",0
